city,lat,lng,population,density
Staint Clair,40.4786,-78.2284,67,34.8
Antietam,39.4151,-77.7364,67,66.7
Dayton,32.351,-87.6416,67,21.3
Gulkana,62.2155,-145.4449,67,0.0
McKinnon,41.0314,-109.9384,67,4.3
New Market,39.5019,-94.7995,67,55.2
Carrick,41.4467,-122.3635,67,266.3
Batesville,39.9156,-81.2824,67,80.5
Oldtown,39.545,-78.6148,67,65.1
Webster,40.1878,-79.8489,67,51.2
Fontanelle,41.5383,-96.4271,67,66.9
Rampart,65.4087,-149.9915,67,0.0
Gulf,35.5597,-79.2805,67,45.0
Hebgen Lake Estates,44.7692,-111.1905,66,95.7
Miami,39.3224,-93.2258,66,70.5
Orient,48.8637,-118.2059,66,73.3
Moffett,35.4059,-94.4552,66,35.8
Tindall,40.1609,-93.6096,66,56.2
Anthonyville,35.0398,-90.3403,66,160.6
Fairfield,40.2462,-112.0842,66,1.2
Strandburg,45.0441,-96.7604,66,104.9
Unity Village,38.9525,-94.3995,66,17.2
Point of Rocks,41.6831,-108.7755,66,10.3
Mercer,35.4745,-89.0394,66,17.7
Jennette,35.1639,-90.4092,66,10.4
Smith Village,35.4508,-97.457,66,2118.6
Emelle,32.7287,-88.3165,66,33.8
South End,47.3231,-95.4788,66,14.2
Cromwell,41.0405,-94.4618,66,125.6
Alix,35.4219,-93.7289,66,61.9
Holt,48.2929,-96.1945,66,31.6
Richland,41.4367,-97.2152,66,100.1
Harrisburg,41.5505,-103.7267,66,4.5
Washington,38.7122,-78.1598,66,153.4
Windmill,31.9769,-108.6315,66,31.5
Butte,47.837,-100.6658,66,84.0
Downey,41.612,-91.3472,66,49.7
Saxon,46.494,-90.4098,66,18.4
Esbon,39.8219,-98.4339,66,61.5
McGrew,41.7477,-103.4177,66,108.1
Geyser,47.2633,-110.4927,66,33.8
Rivervale,35.6759,-90.3445,66,4.6
Mountville,34.3664,-81.9758,66,10.1
Homestead,41.7612,-91.8711,66,18.4
Kingston,32.9173,-107.7097,66,7.7
La Salle,44.0711,-94.5713,66,135.7
Zalma,37.1422,-90.0825,66,123.7
Isabella,36.2354,-98.3354,66,11.8
Utica,42.981,-97.4967,66,90.1
Albany,33.8769,-96.16,66,4.1
Wheatland,46.9049,-97.3455,66,3.0
King Lake,41.3135,-96.3017,66,15.4
Curryville,40.276,-78.3378,66,52.6
Kickapoo Site 7,39.6895,-95.6713,66,46.4
Tensed,47.1596,-116.9238,66,126.4
Fowlerton,28.4608,-98.8114,66,28.1
Danville,48.9938,-118.5068,66,14.2
Charleston Park,26.7055,-81.5807,65,379.4
McNab,33.6609,-93.8323,65,48.8
Trenton,41.066,-91.6395,65,78.7
Emet,34.2063,-96.5421,65,44.4
Claremont,45.6719,-98.0157,65,156.5
Numa,40.6853,-92.9803,65,69.2
Port Heiden,56.9426,-158.6047,65,0.3
McFarlan,34.8148,-79.9766,65,38.6
House,34.6492,-103.9038,65,29.1
Dwight,46.3039,-96.7402,65,109.6
Durham,38.4846,-97.2268,65,129.4
Shallow Water,38.3738,-100.9104,65,44.4
Nashoba,34.4816,-95.2143,65,36.6
Abbyville,37.9705,-98.2027,65,120.6
Encino,34.6518,-105.4586,65,16.3
Snowville,37.026,-80.5739,65,11.6
Niota,40.6155,-91.288,65,62.7
Souris,48.91,-100.6826,65,85.1
Lima,35.1737,-96.5983,65,49.8
Shelocta,40.6573,-79.3015,65,166.4
Ovett,31.4849,-89.0273,65,24.7
Lehr,46.2826,-99.3528,65,85.9
Crooked Creek,61.8439,-158.1082,65,0.0
La Joya,34.345,-106.8466,65,14.4
Yucca,34.8629,-114.1461,65,10.5
Fairview,42.6871,-110.9866,65,11.0
Caledonia,47.4577,-96.8892,64,35.7
Flemington,37.8039,-93.5014,64,157.4
Zinc,36.2836,-92.9147,64,34.5
Thendara,43.701,-74.9971,64,27.7
Cherry Valley,41.1594,-79.8012,64,9.2
Goldfield,38.7176,-105.1253,64,33.5
Goodyears Bar,39.5459,-120.888,64,15.1
Memphis,41.0946,-96.4332,64,97.3
Tuttle,37.2965,-120.3789,64,21.3
Avilla,37.1938,-94.1298,64,159.9
Courtenay,47.2241,-98.5685,64,55.4
Piqua,37.922,-95.5375,64,7.0
La Esperanza,26.4313,-98.8923,64,294.3
Cayuse,45.6765,-118.5736,64,8.2
Nashua,46.0377,-96.3059,64,7.0
Glen Jean,37.9272,-81.1531,64,447.0
Olivet,38.4813,-95.7519,64,61.8
Princeton,34.4913,-82.2958,64,29.7
Wood,43.4971,-100.4802,64,82.5
Grenville,45.467,-97.3901,64,14.2
South Acomita Village,35.0533,-107.5722,64,16.2
Cartago,36.3123,-118.0261,64,16.2
Fox,34.3601,-97.4928,64,42.4
Radersburg,46.1965,-111.6316,64,106.6
Lake Aluma,35.5334,-97.4484,63,54.7
Washam,41.0056,-109.6992,63,8.3
Grass Ranch Colony,43.65,-98.8836,63,27.9
Maloy,40.673,-94.412,63,14.9
Lebanon,40.0487,-100.2761,63,60.7
Elmer,34.4808,-99.3521,63,84.3
San Acacio,37.2086,-105.5667,63,41.5
Board Camp,34.5369,-94.0887,63,9.6
Gratz,38.4719,-84.9471,63,5.9
Hardy,47.1806,-111.8172,63,23.6
Worthville,41.0246,-79.1394,63,60.2
Cherry Fork,38.8873,-83.6125,63,225.5
Popponesset Island,41.5855,-70.4591,63,172.7
Saint Charles,34.0806,-80.2249,63,6.5
Briarwood,46.787,-96.7949,63,138.0
Dewey,40.3193,-88.2833,63,70.4
North Crows Nest,39.8661,-86.1624,63,431.3
Templeton,37.0811,-77.3563,63,22.0
Sciota,40.5626,-90.748,63,25.3
Lake Sumner,34.6186,-104.3801,63,0.1
Crown Point,60.4267,-149.353,63,6.2
Pinebrook,30.3125,-95.8767,63,29.2
Eva,36.0687,-88.0081,63,13.8
Douds,40.8438,-92.0764,63,14.7
Arco,44.3838,-96.1826,63,1.0
Savonburg,37.7489,-95.1428,63,75.5
Praesel,30.631,-97.0211,63,9.4
Lamoille,40.7239,-115.479,63,10.3
Deer Park,31.2198,-88.3226,63,12.5
Parshall,40.0554,-106.1757,63,60.1
Plush,42.4051,-119.8993,63,22.7
Harrison City,40.3547,-79.6502,62,412.8
Strandquist,48.4894,-96.4479,62,82.7
Auburn,39.0961,-80.8562,62,107.0
Morrison,38.6716,-91.6334,62,51.1
Ronco,39.8686,-79.9211,62,88.5
Manchester,43.7254,-93.4509,62,42.2
Tilleda,44.8156,-88.9125,62,112.0
Morrison Bluff,35.3828,-93.5228,62,13.8
Annada,39.2622,-90.8287,62,48.1
Newburg,48.7139,-100.9127,62,173.1
Clinton,42.7598,-102.3479,62,48.1
Colliers,40.3651,-80.5377,62,80.2
Hayesville,41.2648,-92.2478,62,42.1
Nicasio,38.0606,-122.7008,62,36.4
Klahr,40.2979,-78.5129,62,54.6
Beedeville,35.4292,-91.1107,62,19.0
Aldrich,37.5489,-93.5512,62,84.2
Edie,40.0863,-79.128,62,34.2
South Greenfield,37.3761,-93.841,62,35.1
Tennant,41.5941,-95.445,62,40.9
Rochester,41.6747,-91.1509,62,39.4
Tylersburg,41.3837,-79.3201,62,64.7
Larke,40.425,-78.2086,62,11.2
Camden,40.1529,-90.7733,61,36.0
Somerset,38.9268,-107.4725,61,52.7
Whitehawk,39.7206,-120.5536,61,5.5
Orlando,36.1355,-97.3654,61,66.0
Osgood,40.1972,-93.35,61,7.6
Saint Catharine,39.7986,-92.995,61,56.4
Tibbie,31.3628,-88.2471,61,8.6
Sandyville,41.3709,-93.3862,61,49.9
Hanover,33.0029,-86.199,61,3.4
Simpson,37.4673,-88.7557,61,50.7
Sidney,41.105,-85.7425,61,125.8
Iola,38.8341,-88.6279,61,36.4
Funkley,47.7869,-94.4267,61,21.6
Amagon,35.5631,-91.1093,61,127.6
Rendville,39.6199,-82.09,61,69.4
Whitewater,39.9449,-84.8307,61,129.7
Farlington,37.6155,-94.8226,61,17.3
Montreal,37.9697,-92.5894,61,59.0
Scott,33.5945,-91.076,61,16.5
Littlejohn Island,43.7599,-70.1284,61,94.3
Flowing Springs,34.3131,-111.3379,61,6.1
Beurys Lake,40.7194,-76.3795,61,55.4
Weatherby,39.9093,-94.2419,61,83.0
Cobbtown,30.8823,-87.1212,61,7.0
Sun Valley,33.6705,-95.4287,61,77.6
Karlsruhe,48.0911,-100.6162,61,28.8
Allisonia,36.9342,-80.7255,61,13.5
Hubbell,40.0088,-97.4966,61,72.3
Fort Fetter,40.4301,-78.4044,60,706.4
Gramling,35.0782,-82.1332,60,37.3
Hayfield,43.1786,-93.6949,60,22.2
Liberty,40.0854,-96.4829,60,62.4
Luis Lopez,33.9904,-106.8878,60,53.1
Marshfield,40.2512,-87.4523,60,29.8
Reservoir,40.4025,-78.3849,60,43.3
Millboro,37.9785,-79.6022,60,2.9
Myrtle,43.5632,-93.163,60,73.5
Naples,44.7716,-97.5131,60,57.5
Marienthal,38.4891,-101.22,60,14.7
Beaver,42.0383,-94.14,60,32.8
Igiugig,59.3056,-155.8739,60,1.1
Garciasville,26.3198,-98.6997,60,465.5
New Bedford,41.5114,-89.7181,60,102.8
Marthaville,31.738,-93.39,60,22.9
Duffield,36.7196,-82.796,60,52.2
Underhill Center,44.508,-72.8989,60,90.2
Knowlton,44.7189,-89.6803,60,30.1
Pettibone,47.117,-99.5208,60,105.7
Bartlett,37.0549,-95.2112,60,118.9
Abiquiu,36.2017,-106.3238,60,60.7
Morley,42.0061,-91.2459,60,183.9
Elyria,41.6802,-99.0053,60,59.2
Sweet Grass,48.9929,-111.9668,60,44.7
Big Pool,39.6251,-78.0161,60,39.9
Atlantic,41.5054,-80.3408,60,100.5
Leamersville,40.3742,-78.4312,60,151.6
Randalia,42.8634,-91.8867,59,94.4
Illinois City,41.3991,-90.8996,59,49.0
McDougal,36.4365,-90.3907,59,148.2
Hendrix,33.7753,-96.4072,59,67.5
Dazey,47.1883,-98.2007,59,98.5
Colwell,43.1572,-92.5916,59,16.2
Fair Oaks,36.1611,-95.691,59,6.1
Nassau,45.0677,-96.4417,59,24.6
Neskowin,45.1208,-123.9766,59,21.9
Green Bank,38.4267,-79.8343,59,8.7
Martinez Lake,32.9843,-114.4722,59,11.9
Havana,37.0921,-95.9418,59,16.7
Bushnell,44.3274,-96.6424,59,18.5
Eyers Grove,41.0935,-76.5189,59,67.5
East Brooklyn,41.1727,-88.2662,59,143.9
Evan,44.3549,-94.8361,59,26.2
Hessville,41.4031,-83.243,59,46.7
Pekin,47.7919,-98.3278,59,76.6
Gordon,46.2409,-91.7995,59,22.3
Kincora,39.0383,-77.4357,59,9.4
Olivia,40.7142,-78.2043,59,49.4
Mammoth,44.9733,-110.6931,59,40.7
Carrier,36.4786,-98.0172,58,14.2
Elgin,37.0019,-96.2806,58,86.4
Sedalia,39.4396,-104.9699,58,29.2
Blacksville,39.7175,-80.2146,58,244.9
Butte City,43.607,-113.2408,58,13.4
Janesville,39.3753,-88.2449,58,40.3
Wallace,38.9127,-101.593,58,54.8
Herrings,44.0223,-75.6526,58,97.5
Fishers Island,41.27,-71.9892,58,5.8
Redding,40.6067,-94.3863,58,18.0
Strang,36.4123,-95.1347,58,39.5
Kysorville,42.6528,-77.7949,58,22.2
Barstow,48.7783,-118.1329,58,33.8
Reserve,39.977,-95.5654,58,88.3
Grant,41.1429,-94.9848,58,32.1
Trilla,39.3752,-88.3507,58,53.1
New Alluwe,36.6101,-95.4888,58,129.5
White Bird,45.7621,-116.3008,58,115.9
Fairburn,43.6869,-103.2087,58,98.6
Midfield,28.9404,-96.2132,58,193.0
Diaperville,46.6059,-90.7095,58,18.4
Millard,40.1075,-92.546,58,87.7
Longoria,26.3024,-98.6425,58,285.0
Olmitz,38.5164,-98.9367,58,101.3
Long Creek,48.1009,-103.2548,58,142.1
Nekoma,41.1719,-90.191,58,15.7
Fishers Landing,44.2772,-76.0088,58,65.0
Inavale,40.0923,-98.6484,58,56.8
Whitley Gardens,35.6574,-120.507,58,13.0
Takotna,62.9827,-156.0838,58,2.3
Orovada,41.5492,-117.8235,58,1.2
Woodsville,42.579,-77.7338,58,58.2
Riceville,41.7792,-79.8045,58,55.6
Running Water,42.7822,-97.9816,58,4.6
Port Penn,39.5169,-75.5811,57,279.7
Tierra Bonita,26.2727,-97.8276,57,27.7
Proctor,31.9867,-98.4304,57,82.9
Thayer,41.0287,-94.0499,57,44.2
Scarville,43.4707,-93.6152,57,35.7
Zenda,37.444,-98.2819,57,76.2
Frank,38.5462,-79.808,57,71.4
West Cornwall,41.8642,-73.3608,57,15.3
Fay,35.8161,-98.6587,57,47.9
Ravinia,43.1365,-98.4268,57,68.1
Orrum,34.4667,-79.0089,57,50.9
Casselman,39.8857,-79.2112,57,95.2
Melmore,41.0262,-83.105,57,40.2
Tintah,46.0108,-96.3201,57,29.3
Thynedale,36.8182,-78.4774,57,25.6
Dawson,46.8679,-99.7536,57,51.1
Swink,34.0169,-95.2018,57,59.2
Bucyrus,46.0648,-102.7885,57,30.7
Wagner,40.6802,-77.3878,57,55.7
Koyukuk,64.9008,-157.6946,57,3.5
Ashwood,34.1142,-80.3039,57,6.2
Branson,37.0155,-103.8838,57,15.9
Panorama Heights,35.8068,-118.627,57,41.4
St. Paul,40.7678,-91.5164,57,40.7
Rome,38.6657,-83.3793,57,243.0
Rodeo,31.8396,-109.0265,57,2.5
Leonard,39.8943,-92.1819,57,47.1
Quesada,26.2819,-98.5819,57,290.4
Ovando,47.0207,-113.1717,57,3.0
Cherokee City,36.2947,-94.5769,57,47.0
Vera Cruz,40.7016,-85.0795,57,111.2
Arrowhead Springs,41.5081,-109.1551,57,40.5
Nodaway,40.9361,-94.8973,57,31.7
Jamaica,43.0975,-72.7784,57,21.1
Odanah,46.5999,-90.6878,56,7.5
Prattville,40.206,-121.1575,56,17.3
Truxton,39.0035,-91.2403,56,115.4
Sheridan Lake,38.4667,-102.2943,56,50.7
Columbia,37.7538,-78.1632,56,140.8
Huson,47.0325,-114.34,56,30.3
Kleindale,32.2681,-110.9146,56,475.8
Octa,39.6133,-83.6106,56,5.9
Gully,47.7684,-95.6229,56,49.8
Tupelo,35.3903,-91.2299,56,70.6
South Naknek,58.6637,-156.9908,56,0.1
Junction,37.7234,-88.2381,56,38.3
Fallis,35.7493,-97.1182,56,21.5
Alamo,48.5824,-103.4676,56,35.9
Vanderwagen,35.2714,-108.7517,56,11.1
Raynesford,47.2701,-110.732,56,45.5
Ethel,39.8933,-92.741,56,60.1
Scofield,39.7198,-111.1623,56,20.9
Placerville,43.9427,-115.946,56,21.2
Cope,39.6692,-102.8501,56,10.8
Clayton,39.7369,-100.1765,56,68.8
Wellfleet,40.7539,-100.7319,56,103.6
Revere,44.2215,-95.3611,56,45.2
Kirby,40.8135,-83.4194,56,160.5
Dickey,46.5368,-98.4681,56,54.8
Lithium,37.8322,-89.8832,56,44.1
Manning,47.231,-102.7702,56,63.8
Paskenta,39.8833,-122.5456,56,21.1
Surprise,41.1047,-97.3085,56,47.4
Milton,48.626,-98.0459,56,37.7
Horseshoe Beach,29.4495,-83.2821,56,65.1
Leonard,47.6513,-95.2672,56,46.7
Arkoe,40.2594,-94.8279,56,101.7
Brooks,47.2051,-109.4212,56,17.4
Evergreen,34.4149,-78.9114,56,12.6
Anderson,40.7982,-95.6086,56,19.8
Glen Haven,42.8313,-91.0633,56,8.2
Georgetown,47.0784,-96.7959,55,21.2
Alpine Northeast,43.1938,-111.0072,55,3.2
Saronville,40.603,-97.9387,55,59.1
Seeley,39.4852,-75.2455,55,40.9
Rockport,48.485,-121.6065,55,50.9
Leith,46.3626,-101.6385,55,16.5
Chenega,60.0757,-148.0194,55,0.6
Julian,40.5198,-95.8674,55,52.1
Fullerton,46.1632,-98.4272,55,61.4
Andover,45.4102,-97.9037,55,98.7
Spade,33.926,-102.1543,55,12.6
Clawson,39.1391,-111.0934,55,38.5
Mayfield,37.2632,-97.5404,55,3.6
Tildenville,28.5384,-81.6025,55,437.2
Casmalia,34.8378,-120.5309,55,137.1
Plato,37.5027,-92.2201,55,107.5
Mount Judea,35.9214,-93.0577,55,3.6
Hansford,38.2067,-81.396,55,326.1
Canyon Creek,46.8053,-112.2544,55,37.5
Glenn,33.1493,-85.2092,55,11.2
Tuttle,47.1445,-99.9934,55,101.5
West Kootenai,48.9652,-115.2213,55,2.0
Nome,46.6758,-97.8162,55,42.9
Govan,33.2227,-81.1748,55,30.8
Lelia Lake,34.9015,-100.7699,55,24.8
Rosebud,46.2711,-106.4468,55,18.2
Siasconset,41.2636,-69.9718,55,16.2
Archer,41.1665,-98.1386,55,17.3
Primrose,41.6238,-98.2377,55,26.5
Pleasanton,40.5824,-93.7429,55,33.1
Acton,45.929,-108.6788,55,21.5
Jump River,45.3555,-90.7965,55,43.3
Beards Fork,38.0645,-81.2279,55,12.6
Piedmont,37.6206,-96.3708,55,4.0
Gypsy,39.3648,-80.307,55,80.5
Marlboro,39.486,-75.3215,55,72.0
Sherman,41.5746,-73.4957,55,75.2
Belle Prairie City,38.2235,-88.5556,54,66.1
Osage,43.9848,-104.4269,54,9.4
Ritchey,36.944,-94.1858,54,138.0
Big Flat,36.0056,-92.4066,54,18.5
Danbury,40.0376,-100.4051,54,118.2
Nanafalia,32.1114,-87.9958,54,5.7
Ronneby,45.6853,-93.8601,54,18.0
Clifford,47.3483,-97.4102,54,24.4
Sattley,39.6265,-120.4357,54,13.8
Chatsworth,42.9163,-96.5145,54,43.5
Hot Springs Landing,33.2047,-107.21,54,40.3
Idalia,39.7029,-102.2938,54,133.5
Gerlach,40.6452,-119.3614,54,3.5
Egeland,48.6281,-99.098,54,24.2
Soda Springs,39.3248,-120.3786,54,57.9
Carlos,39.6237,-78.9567,54,109.1
Perrin,33.0348,-98.0693,54,29.6
Chamizal,34.2182,-106.9152,54,54.2
Long Lake,45.8431,-88.6673,54,103.1
Seville,31.9608,-83.6012,54,28.6
Topeka,40.3304,-89.9306,54,95.7
Renfrow,36.9247,-97.6572,54,2.7
Bathgate,48.8803,-97.4741,54,22.8
Rockbridge,39.5861,-82.5262,54,36.4
Amity,39.8682,-94.4352,54,58.7
Woodruff,34.7843,-110.0366,54,5.0
Carlton,31.343,-87.8378,54,4.9
Indian Creek,25.8783,-80.1371,54,30.7
Bonanza Hills,27.7948,-99.4695,54,20.8
Ramos,26.428,-99.027,54,200.9
Cornland,39.9376,-89.4015,54,123.5
Ponderosa,36.1051,-118.5293,53,24.8
De Borgia,47.3701,-115.3211,53,10.0
Darlington,40.1981,-94.3997,53,58.2
Ekwok,59.3462,-157.4861,53,1.6
Bowman,35.8194,-90.4964,53,13.1
Punta de Agua,34.6016,-106.2922,53,3.4
Great Bend,46.1546,-96.801,53,37.9
Loco Hills,32.8197,-103.9783,53,9.9
Veguita,34.5146,-106.7679,53,45.2
Kim,37.247,-103.3534,53,93.9
Nardin,36.8041,-97.4499,53,4.1
Pine Bend,47.4222,-95.5979,53,15.7
Oakhaven,33.7293,-93.6205,53,85.8
Annapolis,39.1431,-87.8172,53,31.5
Hollowayville,41.3648,-89.2951,53,139.8
Candy Kitchen,34.912,-108.4929,53,4.3
Clio,40.636,-93.4514,53,29.0
Tradesville,34.7705,-80.5487,53,17.4
Ong,40.3983,-97.8392,53,65.5
Saratoga,33.7446,-93.9043,53,26.2
Worth,40.4045,-94.4465,53,79.9
Wallowa Lake,45.3041,-117.2117,53,10.9
Whiteash,37.7853,-88.9294,53,36.8
Mud Bay,59.1518,-135.3585,53,3.5
Peoria,39.6649,-104.1456,53,2.6
Bowmore,34.9358,-79.2999,53,10.7
Santa Cruz,33.2327,-112.1594,53,13.5
Dennis Acres,37.0465,-94.5044,52,643.2
Thornton,44.7984,-88.6916,52,26.2
North River,46.9503,-96.8019,52,108.1
Blue Eye,36.4966,-93.3977,52,97.3
Merwin,38.4041,-94.5906,52,75.2
Echo,40.9803,-111.4393,52,20.8
Utting,33.8544,-113.9129,52,1.3
Roy Lake,47.3176,-95.5428,52,46.5
Vida,47.8336,-105.4924,52,15.5
Jessie,47.5402,-98.2291,52,30.1
Pinetown,35.6111,-76.8558,52,28.8
Waverly,44.9987,-96.9742,52,19.3
Bridger,44.5421,-101.9136,52,45.8
Summit Lake,45.3759,-89.2044,52,35.1
Augusta,40.7598,-91.2768,52,24.2
Newport,42.6002,-99.3283,52,78.3
Lincolnville,41.7902,-79.8381,52,42.6
Taopi,43.5575,-92.6407,52,59.3
Pancoastburg,39.624,-83.2642,52,48.2
Grafton,43.1706,-72.6084,52,32.9
Reagan,34.3488,-96.7193,51,20.4
Donnybrook,48.5077,-101.8868,51,45.9
Halsey,41.9033,-100.2699,51,85.1
Cross Anchor,34.644,-81.8585,51,34.9
Curlew,42.9797,-94.7378,51,34.5
Central,65.5213,-144.6409,51,0.1
Plano,40.7555,-93.0469,51,37.1
Apache Creek,33.8486,-108.6141,51,3.6
Long Creek,34.4382,-78.0161,51,19.0
Hunt,42.5477,-77.991,51,51.7
Deer Grove,41.6096,-89.6866,51,31.0
Kremlin,48.5707,-110.0862,51,50.8
Guadalupe Guerra,26.4108,-99.0819,51,89.8
Carbon,41.0498,-94.8246,51,26.8
Winfred,44.0009,-97.3598,51,26.2
Amaya,28.7121,-99.8353,51,79.4
Coyote,36.1615,-106.6067,51,6.6
Defiance,38.6327,-90.7846,51,25.9
Lynn Center,41.2945,-90.3592,51,44.8
Sun City,37.3785,-98.9166,51,13.8
Morristown,45.9386,-101.7188,51,80.8
Hadley,43.9987,-95.8575,51,40.3
Dayton Lakes,30.1446,-94.8208,51,17.6
Amistad,29.5245,-101.1531,51,14.8
Terlton,36.1876,-96.4918,51,68.1
Leggett,35.9896,-77.58,50,23.8
Allendale,40.4853,-94.2887,50,43.5
Anegam,32.3742,-112.035,50,16.2
Williford,36.2518,-91.3605,50,61.8
Alanreed,35.2117,-100.7325,50,24.3
Nondalton,59.9711,-154.8627,50,5.0
Luna,33.8181,-108.9435,50,2.2
Poplar Grove,34.5522,-90.8542,50,11.7
Hamlet,40.3845,-101.2345,50,47.4
Hurdsfield,47.4468,-99.931,50,113.8
Woodbury,37.1836,-86.6353,50,79.4
Glade,39.6837,-99.3116,50,68.8
Rectortown,38.9211,-77.856,50,35.8
Paris,39.0024,-77.952,50,52.2
Benton,32.3078,-86.818,50,46.3
Sekiu,48.2639,-124.3015,50,94.1
Rio Chiquito,35.9949,-105.9069,50,27.3
Tolstoy,45.2083,-99.614,50,30.1
Waldenburg,35.5652,-90.9346,50,60.3
Virginia,40.2458,-96.4988,50,62.3
Buchanan,47.0626,-98.829,50,148.7
Winton,47.9284,-91.8005,50,197.1
Sanford,37.9299,-75.662,50,11.7
McCoy,39.9144,-106.7257,50,23.0
Dailey,38.7968,-79.8967,50,29.8
North Bay,43.2283,-75.745,50,69.6
Pondera Colony,48.2399,-112.4181,50,172.4
Jud,46.5258,-98.8976,50,31.4
Ophir,40.3716,-112.2507,50,38.7
Geeseytown,40.4516,-78.3439,50,101.8
Lavinia,35.8508,-88.6527,50,27.5
Cañones,36.1768,-106.4244,50,4.2
Independence,40.3378,-87.1717,50,173.9
Big Bow,37.5609,-101.5573,50,8.3
Lapoint,40.4043,-109.7969,50,95.2
Inverness,48.5599,-110.7101,50,3.4
Gruver,43.3931,-94.7036,50,135.7
Frytown,41.572,-91.7321,49,22.4
Wasta,44.0696,-102.4464,49,142.5
Whippoorwill,36.9123,-96.1288,49,153.2
Qui-nai-elt Village,47.2502,-124.1902,49,29.4
Dundarrach,34.9247,-79.1575,49,17.6
Fingerville,35.1351,-82.0002,49,124.3
Beyerville,31.3919,-110.8749,49,34.7
Clarksburg,39.4352,-85.3473,49,45.1
Dresden,39.6228,-100.4191,49,27.8
Ben Arnold,30.9589,-96.9731,49,5.9
Gandy,41.4698,-100.4583,49,16.6
Eddyville,37.5005,-88.5847,49,100.0
Artas,45.8873,-99.8069,49,8.5
Callimont,39.8011,-78.9216,49,4.4
Furley,37.8801,-97.2119,49,51.3
Webb City,36.8074,-96.7119,49,60.2
Urbank,46.1242,-95.5104,49,30.4
Gerty,34.8357,-96.2889,49,118.8
Brooksville,35.2097,-96.9611,49,6.5
Brookview,38.5739,-75.7927,49,64.1
Clam Lake,46.1579,-90.9056,49,16.3
Rosston,36.8129,-99.9326,49,31.7
Centrahoma,34.6104,-96.3437,49,78.9
West Dummerston,42.9299,-72.6128,49,106.0
Craig,42.8955,-96.3096,49,107.7
Lynn,37.4219,-104.6431,49,23.7
Balltown,42.6371,-90.87,49,106.8
Martin,47.8268,-100.1154,49,50.4
Flaxville,48.8045,-105.1736,49,60.8
Calverton,38.6355,-77.6662,49,6.1
Swan,41.4676,-93.3096,49,28.8
Spring Gap,39.5654,-78.7054,49,22.7
Blackgum,35.6112,-94.99,49,48.6
Vista,37.9891,-93.6637,49,79.3
Barney,46.2658,-96.9988,49,18.9
Fords Creek Colony,47.131,-108.9169,49,0.7
Graingers,35.3164,-77.5066,49,14.9
Beulah Beach,41.3918,-82.4428,49,449.9
Fox,45.2884,-109.2125,49,5.0
California Junction,41.5601,-95.9947,49,33.5
Randlett,40.2267,-109.8308,49,7.7
Crystal Downs Country Club,44.7014,-86.2311,49,17.8
Crellin,39.3886,-79.4685,49,31.3
Magnet,42.4561,-97.4692,48,79.9
Ripley,40.0252,-90.6379,48,32.9
Egypt,35.8677,-90.9459,48,101.5
Belvidere,40.2546,-97.5577,48,29.8
Bassett,43.0617,-92.5153,48,41.4
Lake City,45.7248,-97.4139,48,48.6
Wilburton Number Two,40.8185,-76.3789,48,37.8
Avalon,39.66,-93.4394,48,26.2
Gardi,31.5409,-81.797,48,24.1
New Haven,43.2839,-92.6422,48,20.6
Ada,39.1622,-97.886,48,22.5
Atomic City,43.4431,-112.8124,48,49.0
Sentinel Butte,46.9195,-103.84,48,36.0
Bruno,46.281,-92.668,48,20.9
Kirby,43.8033,-108.181,48,127.0
Mayhill,32.8961,-105.496,48,1.8
Yuba,43.5364,-90.4267,48,86.5
Little Orleans,39.63,-78.3949,48,16.8
Dunlap,38.5763,-96.3676,48,13.3
Prairie Hill,39.5208,-92.7363,48,43.0
Fortuna,48.9099,-103.7783,48,13.1
Fresno,40.3308,-81.7386,48,195.6
Caney Ridge,35.7637,-94.8828,48,158.7
Otway,38.8648,-83.188,48,93.9
Dovray,44.0545,-95.5477,48,50.8
Abie,41.3341,-96.9498,48,64.1
Willis Wharf,37.5176,-75.8089,48,35.4
Ortley,45.3349,-97.205,48,10.0
Lancaster,37.7675,-76.4549,48,9.1
Baker,46.7105,-96.5579,48,15.7
Oreminea,40.4033,-78.2546,48,35.8
El Rancho,36.2207,-119.0684,48,323.5
Southside Chesconessex,37.7439,-75.7786,48,40.8
Neal,37.8337,-96.0809,48,40.9
Mount Hebron,41.7857,-122.008,48,31.7
Weston,43.2904,-72.7922,48,25.4
Wahak Hotrontk,32.1748,-112.3664,47,9.3
Wardville,34.655,-96.0309,47,45.2
Emison,38.7992,-87.4604,47,19.2
Las Palmas,26.9515,-99.276,47,54.2
Regal,45.4054,-94.8397,47,38.3
Gentry,40.3326,-94.4233,47,81.2
Adams,39.8708,-91.1998,47,7.6
Jardine,45.0565,-110.6186,47,1.1
Edgewood,41.462,-122.426,47,14.7
Richfield,41.1108,-96.0763,47,3.6
Whalan,43.7341,-91.9238,47,33.2
Petrey,31.8495,-86.2057,47,31.6
Erwin,44.488,-97.4409,47,43.8
Imogene,40.8777,-95.4292,47,25.8
Stonewall Gap,37.1605,-105.0342,47,7.4
Paynes Creek,40.3409,-121.9174,47,5.3
Harris,40.3062,-93.3504,47,42.2
Guernsey,41.6506,-92.346,47,26.8
Holmesville,40.2009,-96.6584,47,29.7
Manele,20.7419,-156.9012,47,13.2
Egegik,58.2181,-157.4036,47,0.0
Corinth,35.0693,-93.4235,46,5.2
