city,lat,lng,population,density
Bella Villa,38.5436,-90.2855,679,1509.3
Bardwell,32.2671,-96.6955,679,759.8
Guy,35.3273,-92.3367,679,27.7
Hillcrest,29.3924,-95.2233,678,616.6
Hillsboro,34.6407,-87.1838,678,121.1
North Philipsburg,40.9092,-78.2087,678,394.8
Shipman,39.1203,-90.0452,678,180.1
Hanna,41.8697,-106.5597,678,156.7
St. Meinrad,38.1692,-86.8257,678,162.3
New Tripoli,40.6773,-75.7498,678,353.8
Welling,35.8808,-94.8712,678,10.9
Loyall,36.8527,-83.3506,677,513.1
La Fargeville,44.196,-75.9627,677,85.4
Nuangola,41.1583,-75.9781,677,225.1
Wallace,34.7201,-79.8479,677,41.9
Newcastle,33.1951,-98.7436,677,124.5
Dakota,42.388,-89.5265,677,541.7
Kasota,44.2916,-93.969,677,229.3
Buckland,65.9784,-161.1341,677,310.1
Durhamville,43.1225,-75.665,677,253.5
Enfield,38.1008,-88.3382,677,206.6
Bairoa La Veinticinco,18.2636,-66.0213,677,524.7
Garwin,42.0935,-92.6791,677,245.3
Wilbur,47.7581,-118.7117,677,224.6
Peñasco,36.1703,-105.6908,677,205.7
Graham,31.8292,-82.503,677,128.9
Accoville,37.7652,-81.827,677,91.6
Parker,41.0907,-79.6846,676,279.8
Woodmere,41.4598,-81.4799,676,930.1
Fairfax,40.3392,-95.3919,676,576.5
Dudley,32.532,-83.0805,676,67.5
Hollis Crossroads,33.5231,-85.6437,676,21.5
Cadwell,32.3396,-83.042,676,208.9
Fielding,41.8127,-112.1173,676,474.2
Tumalo,44.1561,-121.328,676,92.1
Mosier,45.685,-121.3951,676,581.5
Washington,35.0582,-97.4923,676,183.0
Sierra Blanca,31.1835,-105.3395,676,67.5
Greensburg,37.6049,-99.2895,675,166.6
Adams,36.5828,-87.0651,675,97.2
Red River,36.7041,-105.4064,675,225.9
Riviera,27.2993,-97.7997,675,49.5
Elmwood,44.78,-92.1491,675,156.2
Waterproof,31.8073,-91.3861,675,499.2
Airport Drive,37.1405,-94.5162,675,130.7
Bloomingdale,42.3833,-85.959,675,227.8
Klemme,43.0097,-93.6013,675,503.4
Juniata,40.5903,-98.5069,675,391.1
Benham,36.9652,-82.9544,675,276.4
Vermontville,42.627,-85.0249,675,213.4
Seneca Gardens,38.2272,-85.6773,675,1646.8
Delleker,39.8102,-120.4968,675,83.9
Seaboard,36.4907,-77.442,674,297.9
Altheimer,34.3241,-91.8481,674,145.4
Bedford Park,41.7669,-87.7915,674,43.5
Onley,37.6915,-75.718,674,354.9
Oakville,46.8403,-123.2337,674,452.2
Oretta,30.5289,-93.4391,674,112.0
Alba,37.2372,-94.4176,674,402.7
Kosse,31.307,-96.6292,674,230.5
Hardin,39.2676,-93.8313,674,393.3
Sabattus,44.121,-70.107,674,416.5
Weston,41.2033,-73.3788,674,162.8
Ennis,45.3462,-111.7319,673,377.0
Reynolds,41.3319,-90.6723,673,407.6
Brent,35.364,-94.788,673,24.1
Lake Benton,44.2642,-96.2891,673,76.8
Brevig Mission,65.3413,-166.4953,673,98.6
Cascade,43.6599,-88.007,673,287.9
Maplesville,32.7867,-86.8783,673,72.0
Motley,37.0657,-79.3474,673,63.9
New Lothrop,43.1168,-83.9693,673,283.4
Bancroft,43.2929,-94.2175,673,491.0
Kirkwood,40.8678,-90.7483,673,305.0
Caneyville,37.4241,-86.4906,672,129.8
Epps,32.6038,-91.4814,672,340.3
Lometa,31.2168,-98.3924,672,207.4
Paxton,30.9746,-86.3099,672,68.5
Center Point,31.2524,-92.2099,672,104.0
Bendersville,39.9815,-77.2494,672,633.5
Bobtown,39.7603,-79.9848,672,387.5
Piltzville,46.8582,-113.8591,672,356.4
Butler,38.7877,-84.372,672,860.5
Cerrillos Hoyos,18.0656,-66.5687,672,489.7
Cinco Bayou,30.4222,-86.6096,671,833.5
Sharpsburg,39.4577,-77.7496,671,535.8
Margaretville,42.1458,-74.6503,671,392.5
Presque Isle Harbor,45.3226,-83.4858,671,42.6
Iron River,46.5671,-91.4069,671,40.3
Tamaroa,38.1364,-89.2293,671,298.4
Glorieta,35.584,-105.7629,671,39.0
Ravensdale,47.3589,-121.9781,671,253.7
Wabasso,44.4025,-95.2554,671,335.1
Carlisle,35.5042,-95.0323,671,11.1
Smithville,34.068,-88.3983,671,163.4
Linnell Camp,36.3089,-119.2225,670,892.2
Bainbridge,39.7615,-86.8112,670,663.2
Lincoln Park,32.8674,-84.3348,670,308.2
Findlay,39.5223,-88.7546,670,293.9
Foxworth,31.2385,-89.8828,670,70.3
Mariaville Lake,42.8252,-74.1287,670,36.4
La Paloma-Lost Creek,27.7195,-97.7392,670,26.3
Udall,37.3889,-97.1177,670,525.2
LaMoure,46.3574,-98.2966,669,195.8
Oakley,42.2417,-113.8824,669,78.3
Meriden,39.1897,-95.568,669,398.8
Hewlett Neck,40.6246,-73.6981,669,309.7
South Hills,46.5564,-111.9975,669,38.5
Courtland,38.3329,-121.557,669,101.5
Sunray,34.4112,-97.9602,669,203.3
Murray,41.0413,-93.9488,669,334.5
Grindstone,40.0219,-79.8231,669,240.2
Dauberville,40.4606,-75.9983,669,146.8
La Puerta,26.3468,-98.7505,669,687.7
Marshall,35.7973,-82.6818,668,63.8
Pennsbury Village,40.4283,-80.1011,668,945.4
Crab Orchard,37.4627,-84.5067,668,158.6
Taylorsville,39.2964,-85.9502,668,185.7
Malta,39.6515,-81.864,668,645.0
Jerome,40.2136,-78.9809,668,108.4
Oak Ridge,32.6478,-96.2596,668,62.0
Hickory,40.2957,-80.3052,668,73.6
Lakeport,43.1072,-82.4937,668,292.6
Laura,39.9952,-84.4083,668,310.1
Thompsontown,40.5658,-77.2361,667,550.6
Pine Haven,44.3534,-104.8104,667,163.0
Jefferson,42.6043,-96.5661,667,512.1
State Line,31.436,-88.4738,667,65.4
Derby Center,44.9549,-72.1361,667,197.6
Manns Harbor,35.894,-75.7737,667,69.5
Grand River,41.7418,-81.2846,667,397.2
Sedley,36.7753,-76.9862,667,70.2
Pinckard,31.3173,-85.543,666,45.5
Attica,37.2426,-98.2276,666,413.5
Ririe,43.6323,-111.7716,666,470.4
Damascus,36.6326,-81.7891,666,316.2
Coolidge,31.0113,-83.866,666,272.3
Sullivan,43.0118,-88.5903,666,242.0
Yemassee,32.6733,-80.8515,666,41.4
Goose Creek Lake,37.9828,-90.3408,666,67.2
Laurel Heights,39.457,-75.2235,666,289.9
Friendship,35.9084,-89.2414,666,206.4
Gilbertown,31.8663,-88.3075,666,21.8
Los Ebanos,26.4114,-98.9185,666,718.9
Ventura,43.1282,-93.462,666,165.4
Lewis Run,41.87,-78.6588,666,154.5
Hoyt,39.2493,-95.708,665,493.7
Van Buren,41.1387,-83.6494,665,423.5
Fort White,29.9224,-82.7135,665,112.3
Hillman,45.0648,-83.8974,665,138.2
Cold Springs,38.7465,-120.8738,665,267.2
Milo,41.2892,-93.4403,665,495.9
Lake View,34.3405,-79.1664,665,162.7
Lake Petersburg,39.9831,-89.8652,665,116.9
Brenda,33.6721,-113.9379,665,40.8
Camp Douglas,43.9197,-90.2697,665,260.1
Midland,39.5896,-78.9486,665,425.7
Unionville,43.6538,-83.4671,664,268.9
Jackson,36.3901,-77.4193,664,270.7
Elliott,34.1087,-80.1703,664,126.6
Shoshoni,43.2381,-108.1068,664,65.0
Cedarville,42.3757,-89.6362,664,523.4
Hershey,41.1602,-100.9985,664,305.5
McIntyre,32.8466,-83.2011,664,48.1
The Cliffs Valley,35.1458,-82.4481,664,39.6
Cañada de los Alamos,35.5927,-105.8597,664,64.9
Minto,48.2924,-97.373,664,205.8
Mocanaqua,41.1407,-76.1367,664,498.6
Washburn,42.4111,-92.2685,664,163.7
Hendricks,44.5084,-96.427,663,272.2
Cedar Vale,37.1061,-96.5018,663,342.1
Masthope,41.5155,-75.0257,663,48.4
Quentin,40.283,-76.4363,663,260.5
Como,41.7662,-89.7657,663,190.2
Unionville,40.9423,-79.9613,663,91.4
Fleming,40.6821,-102.8396,663,520.8
Isle,46.1389,-93.4592,663,99.9
Junction City,33.0073,-92.7224,663,219.5
Amagansett,40.9841,-72.1329,663,29.9
Pleasant Ridge,37.5939,-86.9935,663,69.7
Goshen,39.2325,-84.1532,662,135.8
Chelyan,38.1958,-81.4928,662,831.6
Ivanhoe,36.8428,-80.9683,662,74.1
Napi Headquarters,36.6505,-108.2145,662,62.2
Hoffman,45.8345,-95.787,662,107.6
Zephyr Cove,39.0082,-119.9307,662,116.8
Neapolis,41.4905,-83.8747,661,370.0
Las Croabas,18.3695,-65.6293,661,408.2
Penn,40.3293,-79.642,661,553.1
Ridgeway,42.9986,-89.993,661,198.9
Ranier,48.6065,-93.353,661,228.1
Meridian Station,32.5484,-88.609,661,104.9
Edgewood,42.6442,-91.4024,661,235.1
Rock Creek,41.6604,-80.8543,661,221.8
Woodson,34.538,-92.2211,661,52.9
Onyx,35.6839,-118.2102,661,19.4
Ariton,31.5978,-85.7131,660,55.5
Plankinton,43.7155,-98.4837,660,358.6
Quiogue,40.8202,-72.628,660,165.0
Dodge City,34.0445,-86.8853,660,62.0
New London,35.4348,-80.2198,660,125.1
Gainesville,36.6063,-92.4245,660,78.5
Mountain View,35.0995,-98.7497,660,453.9
Blende,38.247,-104.5714,660,369.2
Kenefick,30.1069,-94.8502,660,130.3
Gibson,34.7595,-79.6069,660,269.1
Martin,32.0982,-93.2193,660,28.9
Mackinaw City,45.7751,-84.7479,660,79.0
McCartys Village,35.0614,-107.6634,660,58.3
Big Stone Gap East,36.8785,-82.7444,660,571.8
Selawik,66.5988,-159.9995,659,120.6
Rainbow City,33.8731,-109.9763,659,154.1
Norwalk,43.8342,-90.6269,659,267.3
Cashiers,35.1066,-83.0971,659,68.6
Kiowa,34.723,-95.9025,659,211.0
Olustee,34.5477,-99.4241,659,334.6
Milnor,46.2604,-97.4575,659,262.6
High Shoals,35.3957,-81.2048,659,124.8
Jonesport,44.5338,-67.6152,659,161.3
Elsah,38.9541,-90.3553,658,247.8
Maybee,42.0125,-83.5096,658,128.3
Williamsburg,33.1158,-107.2951,658,382.2
Rich Creek,37.3831,-80.8203,658,356.0
Mount Vernon,44.4169,-119.1132,658,444.6
Ochelata,36.6021,-95.9725,658,341.0
Keystone,41.9995,-92.1982,658,521.2
Latimer,42.763,-93.3658,658,126.6
Bay View,48.487,-122.4628,658,99.0
Suttons Bay,44.98,-85.6506,658,209.2
Kanopolis,38.7081,-98.1581,657,174.7
Howells,41.7241,-97.0043,657,434.1
Davenport,35.7094,-96.7645,657,260.3
The Lakes,44.1359,-95.7083,657,7.6
Circle City,33.8149,-112.581,657,616.0
Freeport,42.7642,-85.316,657,283.9
Hemingford,42.3214,-103.0754,657,410.6
Garibaldi,45.5607,-123.9112,657,263.0
Holton,39.0752,-85.3847,657,145.5
Wayland,37.4508,-82.7996,657,57.9
West Logan,39.538,-82.4286,657,1204.1
Elysian,44.2067,-93.6764,657,227.2
Ashford,46.7551,-122.0143,657,76.5
Paa-Ko,35.1998,-106.3337,657,45.6
Hana,20.772,-156.0107,657,28.1
Round Top,42.2616,-74.0284,657,24.9
Wickett,31.5673,-103.006,657,433.5
Fall River Mills,41.0069,-121.4401,657,56.4
Emlenton,41.1806,-79.7073,656,401.5
Fultonville,42.9463,-74.3704,656,497.8
Millington,41.5623,-88.6024,656,360.9
Sankertown,40.4714,-78.5919,656,635.2
Parkway Village,38.2113,-85.7381,656,2700.4
Rhine,31.9891,-83.2,656,102.2
Eldorado,39.9044,-84.6752,656,353.0
Clearbrook,47.6962,-95.4293,655,500.4
North Freedom,43.459,-89.8603,655,298.6
North Powder,45.03,-117.9205,655,379.0
Humboldt,43.6447,-97.0745,655,421.6
Potwin,37.9385,-97.0184,655,532.8
Pasadena Park,38.711,-90.2974,655,2049.6
Middleburg,38.9715,-77.7429,655,213.3
Poplar,46.5828,-91.7836,655,21.2
Dixon,36.1886,-105.8784,655,16.2
West Farmington,41.391,-80.974,655,209.6
Shindler,43.4676,-96.6354,655,239.9
Finley,36.0357,-89.4799,655,206.3
Asharoken,40.9381,-73.3816,654,159.1
Surfside Beach,28.9559,-95.2836,654,142.2
Buchanan Lake Village,30.8565,-98.4378,654,209.7
Malott,48.2918,-119.6955,654,154.3
Pittman Center,35.7595,-83.3886,654,47.9
Lake Tanglewood,35.057,-101.7817,654,247.7
Fox Chase,38.046,-85.6911,654,349.0
Sandy Level,36.5645,-79.7276,654,40.9
Santa Clara,29.5911,-98.1614,654,141.4
Alex,34.9228,-97.7763,654,41.8
Hatfield,37.903,-87.2219,654,254.4
Battle Lake,46.285,-95.7186,654,171.7
Lake Park,46.8839,-96.0989,654,253.5
Turner,44.2581,-70.258,654,157.5
Randall,46.0887,-94.5007,653,112.2
Junction City,38.5774,-89.1258,653,328.0
Bantam,41.7247,-73.2422,653,231.6
Augusta,40.2307,-90.95,653,338.0
Maple Rapids,43.1077,-84.6898,653,193.6
Midway,33.2958,-104.4518,653,99.1
Pavo,30.9597,-83.738,653,137.6
Cedarville,38.6623,-76.819,653,16.8
Melba,43.3726,-116.5322,652,555.7
Custer City,35.6638,-98.8869,652,243.4
Palmyra,40.7057,-96.3922,652,304.2
Stanton,35.4613,-89.4012,652,409.2
Moulton,40.6856,-92.6763,652,247.8
Mooringsport,32.6824,-93.9605,652,156.4
Keithsburg,41.1004,-90.9353,652,79.1
Dalton City,39.7169,-88.807,652,518.6
Gallaway,35.3272,-89.608,652,52.5
Tigerton,44.7409,-89.0459,652,125.3
Ash Fork,35.2171,-112.4913,652,121.8
Montfort,42.9697,-90.4331,652,493.8
Denmark,40.7385,-91.3381,651,117.2
Jefferson,38.3702,-81.771,651,365.2
Lakota,48.0429,-98.3468,651,260.1
Smiths Grove,37.0503,-86.2083,651,338.3
Saltillo,35.3821,-88.2396,651,86.2
Yah-ta-hey,35.6291,-108.7927,651,70.5
Viola,43.507,-90.6735,651,288.0
Roche Harbor,48.6079,-123.1347,651,59.1
Tuxedo Park,41.2007,-74.206,651,78.8
Fuller Acres,35.3023,-118.9143,651,324.5
South Vienna,39.9294,-83.6138,650,336.6
Holdingford,45.7304,-94.4714,650,289.1
Biwabik,47.555,-92.3234,650,28.3
Holiday Hills,42.2978,-88.2292,650,269.9
Grand Ridge,41.2361,-88.831,650,543.7
Chaumont,44.0676,-76.1302,650,275.6
Burke,31.2345,-94.7665,650,99.8
Glidden,29.6976,-96.5907,650,212.3
Alapaha,31.3832,-83.2237,650,308.2
Clarks Hill,40.2472,-86.7243,650,631.0
Cash,34.6197,-79.8895,649,75.5
Rossiter,40.899,-78.9355,649,154.0
Dawson,39.853,-89.4619,649,343.7
Seven Mile Ford,36.8139,-81.6309,649,215.4
Sheatown,41.1938,-76.0188,649,576.1
Perdido,31.0034,-87.6323,649,22.9
Walkerville,46.0366,-112.5396,649,109.6
Brighton,41.1747,-91.8212,649,339.6
Oceanville,39.4774,-74.4569,649,134.1
Woodland,36.3306,-77.2149,649,262.2
Takilma,42.0409,-123.6223,649,30.2
Hindman,37.335,-82.9819,648,76.8
Golden City,37.3931,-94.0942,648,238.5
Kiowa,39.3436,-104.458,648,297.1
Morningside,32.861,-104.3971,648,438.9
Greenville,40.1336,-120.9454,648,37.9
Martinsville,39.3227,-83.8116,648,449.9
Foxfield,39.5881,-104.7857,648,185.3
Titusville,40.3087,-74.8767,648,673.4
Mountain View,39.7748,-105.0567,648,2451.3
Secretary,38.6081,-75.947,648,480.2
Blue Ridge Summit,39.7256,-77.4688,648,353.9
Metamora,41.7113,-83.9056,648,301.4
Arabi,31.8282,-83.7302,647,44.4
Woodlawn,38.3283,-89.0345,647,251.6
Salisbury,39.7535,-79.0844,647,430.6
Ramblewood,40.7238,-77.9432,647,68.0
Pateros,48.0536,-119.8995,647,549.3
Avon,40.662,-90.4352,647,599.8
Dalzell,41.3559,-89.1763,647,295.5
Fort Jones,41.6086,-122.8409,647,370.5
Allison Gap,36.8998,-81.7869,647,111.7
Happy,34.7416,-101.8572,647,231.4
Bailey's Prairie,29.1527,-95.4977,647,39.9
Freedom Plains,41.6695,-73.7974,647,208.5
The University of Virginia's College at Wise,36.9734,-82.5573,647,621.0
East Orosi,36.5481,-119.2599,647,888.4
Mettawa,42.2445,-87.9197,647,40.6
Trufant,43.3172,-85.3528,647,266.2
Sunfield,42.7612,-84.9952,646,343.7
Marion Heights,40.8036,-76.4643,646,687.3
Nankin,40.914,-82.2856,646,195.8
Neotsu,44.9944,-123.9783,646,171.7
Pettit,35.765,-94.9693,646,25.4
Maryland Park,38.8889,-76.9077,646,1579.0
White Plains,33.7603,-85.688,646,16.3
Collins,32.1794,-82.1103,646,229.0
Toomsboro,32.8225,-83.0826,646,131.5
Saluda,35.2375,-82.3469,646,193.4
Hopeland,40.2337,-76.2615,646,359.4
Lahoma,36.3874,-98.0908,646,329.1
Stebbins,63.4705,-162.2599,646,7.3
El Duende,36.0738,-106.1269,646,179.0
Cobb,38.8356,-122.723,646,62.4
Hawk Run,40.9228,-78.2042,645,300.3
Alta,39.2138,-120.8033,645,113.9
Pangburn,35.4261,-91.8394,645,462.0
Doyline,32.525,-93.4118,645,85.6
Lovilia,41.1349,-92.908,645,462.5
Rome,42.9823,-88.6389,645,67.4
Goldfield,42.7356,-93.9179,645,207.3
Tranquillity,36.648,-120.2526,645,504.6
Miracle Valley,31.3829,-110.1485,645,525.2
Tivoli,28.4608,-96.8915,645,190.0
Felton,39.857,-76.5611,644,394.8
Hazleton,42.6178,-91.9057,644,370.0
Roper,35.8786,-76.617,644,341.3
Kirtland,36.7502,-108.3588,644,159.4
Newell,40.0749,-79.8903,644,401.7
Millstone,37.1638,-82.7495,644,89.6
Old Fort,35.6305,-82.1777,644,235.0
East Vandergrift,40.5973,-79.563,644,1631.4
Millville,39.3925,-84.6528,644,426.3
Mora,35.9634,-105.3312,644,33.4
St. Joseph,31.9203,-91.24,644,342.1
Laddonia,39.243,-91.6431,644,317.1
Ravenna,37.6871,-83.9502,644,649.9
Sugar City,38.2328,-103.6633,644,314.1
South Wilmington,41.1745,-88.2795,643,551.0
Tamms,37.2416,-89.2713,643,116.3
Cumming,41.4876,-93.7595,643,81.6
Homeworth,40.8357,-81.0649,643,206.6
Woods Bay,48.0083,-114.0613,643,220.9
Trimble,36.202,-89.1879,643,467.1
Meadow View Addition,43.6233,-96.7023,643,225.6
St. Libory,38.3634,-89.7135,643,234.7
Carlisle Barracks,40.2101,-77.173,643,1344.6
Roxie,31.5077,-91.0711,642,107.7
Hermansville,45.7093,-87.6079,642,181.9
Horseshoe Bend,32.5752,-97.8782,642,145.5
Boissevain,37.2809,-81.3802,642,86.2
Barnes Lake,43.1792,-83.3002,642,162.4
Garber,36.4367,-97.581,641,539.0
Mount Victory,40.5338,-83.5211,641,304.7
Victor,38.1385,-121.1987,641,128.4
Menlo,34.4835,-85.4776,641,286.0
Hartville,37.2502,-92.512,641,379.2
Oakland,41.9506,-75.6095,641,539.9
Moapa Town,36.6925,-114.6356,641,15.4
Wall,43.9914,-102.2422,640,110.7
Troy,38.0018,-86.7991,640,225.4
Hemlock,42.7938,-77.6073,640,114.0
Winchester,44.1982,-88.6599,640,95.5
Pettus,28.6156,-97.8121,640,44.4
Hamler,41.2281,-84.0355,640,283.4
Fincastle,37.5006,-79.8749,640,133.2
Bairdford,40.6279,-79.8813,640,128.9
Crooked Creek,33.2616,-83.2679,640,78.3
Lytle Creek,34.2499,-117.5044,640,42.1
Mamanasco Lake,41.3189,-73.5253,640,493.2
Bakersville,36.0154,-82.1582,640,358.6
Irvington,38.4386,-89.1602,639,224.9
Riverside,30.8472,-95.3984,639,87.8
Spring Valley,39.6102,-84.007,639,567.5
Brownsville,43.6993,-91.2824,639,143.9
Lester,37.7349,-81.3014,639,454.5
Wessington Springs,44.0805,-98.5712,639,173.8
White Haven,48.3478,-115.516,639,239.4
Kevil,37.0842,-88.8829,639,521.4
Peterstown,37.3991,-80.795,639,456.8
Berlin,34.1862,-86.7473,639,183.7
Clayton,34.5856,-95.3561,639,141.6
Bowersville,34.373,-83.0838,639,80.6
Como,33.0601,-95.4757,639,251.1
Mount Savage,39.6966,-78.8768,639,309.5
Lidgerwood,46.0738,-97.1451,639,365.3
Silverton,37.8107,-107.6649,638,283.0
Island,37.4432,-87.1473,638,400.1
Lake Seneca,41.6695,-84.6516,638,178.4
Witt,39.2539,-89.3488,638,191.4
Buford,34.748,-80.6285,638,119.9
Foreston,45.7321,-93.7095,638,161.7
Toomsuba,32.4267,-88.51,638,51.3
Honeoye,42.7885,-77.5125,638,208.1
Old Forge,43.706,-74.9722,638,131.0
Retreat,32.0507,-96.4787,637,50.4
Wauneta,40.4164,-101.3766,637,299.1
Nassawadox,37.4762,-75.8591,637,325.3
Dumont,42.7522,-92.9736,637,129.3
Clarkrange,36.1857,-85.0096,637,30.2
Bruno,37.688,-81.8737,637,215.9
Green Spring,38.3163,-85.6137,637,741.5
Clayhatchee,31.2434,-85.7136,637,105.7
Ellendale,43.8727,-93.2993,637,351.9
Kachemak,59.6745,-151.4363,637,125.7
Encore at Monroe,40.3197,-74.4663,637,903.0
Verona,36.9631,-93.7936,637,307.3
Paul Smiths,44.4341,-74.2533,637,342.9
South Seaville,39.1825,-74.7575,636,75.4
Soso,31.7536,-89.2759,636,90.1
Rollingstone,44.0993,-91.8187,636,577.3
Clarksburg,39.5059,-83.1542,636,629.9
Matthews,36.7584,-89.5688,636,125.3
Glenville,43.5734,-93.2809,636,231.5
Clarkson,41.7234,-97.1215,636,327.4
New Market,39.9527,-86.9214,636,678.4
Benzonia,44.6161,-86.0989,636,186.7
Paukaa,19.7625,-155.0931,636,309.9
La Rue,40.578,-83.3821,636,469.3
Grafton,38.9764,-90.4258,636,69.9
Hide-A-Way Hills,39.6551,-82.466,636,123.4
McDonald Chapel,33.519,-86.9385,636,240.2
Roscoe,40.0782,-79.8642,636,1102.4
Cape Colony,36.0211,-76.5815,636,286.2
Fairview,45.4583,-123.7927,636,508.5
Conway,37.5057,-92.8312,635,150.2
East Dailey,38.7795,-79.8911,635,203.8
Vienna,32.6093,-92.6481,635,67.3
Appling,33.5588,-82.3183,635,36.5
Jay,30.9504,-87.1523,635,120.9
Wartrace,35.5253,-86.3301,635,291.3
East Williston,29.3883,-82.4165,635,59.0
Burden,37.3151,-96.7554,635,472.0
Polonia,44.5756,-89.4118,635,73.5
Saxtons River,43.139,-72.5102,634,434.2
Grayson,32.0492,-92.1116,634,172.2
Dongola,37.3599,-89.1654,634,232.0
Magnolia,37.45,-85.7401,634,131.6
Bancroft,44.3093,-89.5073,634,40.9
Four Lakes,47.5576,-117.5818,634,64.4
Austin,41.6373,-78.0903,634,60.0
Indian Lake Estates,27.7988,-81.3563,634,24.4
Hanover,39.8934,-96.8753,633,389.1
Mountain City,30.0392,-97.8915,633,393.7
Clarktown,38.8498,-82.9085,633,90.1
Hudson,41.5318,-85.084,633,279.7
Evansville,46.0062,-95.6869,633,311.3
Clyde,38.0253,-122.028,633,661.4
Roosevelt Estates,33.6201,-110.9997,633,47.1
Rockvale,38.3644,-105.1646,632,103.2
Seven Mile,39.4858,-84.5523,632,442.3
Trail,42.6567,-122.8135,632,58.4
Fields Landing,40.7249,-124.2177,632,325.4
Pueblo Nuevo,27.4939,-99.3099,632,478.4
Duncan,41.3904,-97.4928,632,402.0
Tekonsha,42.0964,-84.9903,632,244.3
Rockleigh,41.0026,-73.9327,632,250.3
Graniteville,44.1463,-72.4818,632,204.8
Ridgeville,40.292,-85.0285,631,385.7
Blacklake,35.0497,-120.5387,631,294.4
Eagle Bend,46.1643,-95.0341,631,183.3
Shippenville,41.251,-79.4626,631,635.2
Catawba,35.7095,-81.0668,631,51.2
Jamestown,41.4843,-80.437,631,352.7
Elkhart,41.7939,-93.5241,631,150.5
Fairmount,40.0456,-87.8293,631,680.6
Mechanicsville,41.9545,-71.8851,630,265.3
Stoutsville,39.6049,-82.8235,630,241.9
Union,42.2316,-88.5448,630,313.9
Mott,46.3744,-102.3189,630,287.9
Oak Run,40.9635,-90.1331,630,42.3
Upper Santan Village,33.1152,-111.7419,630,32.5
Warwick,31.8298,-83.9206,629,299.5
Bodega,38.3488,-122.9711,629,78.5
Nesco,39.638,-74.6954,629,75.9
Bassett,42.5826,-99.5367,629,620.4
Avoca,38.9172,-86.5556,629,129.9
Delaware Water Gap,40.975,-75.1392,629,132.2
Boston,37.6039,-75.8437,629,134.3
Waikoloa Beach Resort,19.9279,-155.8704,629,33.0
Alda,40.8666,-98.468,629,407.8
East Freedom,40.3552,-78.4305,629,450.9
Huntington,44.3501,-117.2668,628,236.9
Ocean View,39.1932,-74.7373,628,81.3
Webster,45.8798,-92.3628,628,145.4
North Rose,43.1872,-76.8863,628,151.7
Nittany,40.9947,-77.5521,628,196.3
Edgeley,46.3625,-98.7126,628,296.2
Leonardville,39.3642,-96.8596,628,471.2
Braymer,39.5905,-93.7961,628,431.1
New Florence,40.379,-79.0751,628,491.9
Candlewood Orchards,41.4728,-73.4381,627,917.8
Artemus,36.8351,-83.8413,627,207.0
Cankton,30.3455,-92.113,627,169.7
Remington,39.2288,-84.3223,627,495.9
Carnelian Bay,39.2336,-120.0764,627,167.9
Brooklyn,38.6542,-90.1679,627,203.7
Alhambra,38.8878,-89.7362,627,345.5
Lakehead,40.9007,-122.3924,627,50.6
Throckmorton,33.182,-99.1797,627,152.3
Meadville,31.472,-90.8931,627,255.3
Peeples Valley,34.2773,-112.7653,627,14.4
Pink Hill,35.0562,-77.7436,627,528.7
Cynthiana,38.1872,-87.7086,627,632.2
Corinna,44.9223,-69.2628,627,127.3
Saxton,40.2127,-78.247,626,611.8
Lewistown,40.0848,-91.8136,626,460.3
Clay,38.4662,-81.0813,626,497.0
Georgetown,42.479,-111.3639,626,333.2
Murrayville,39.5817,-90.2518,626,452.8
Kirtland Hills,41.6362,-81.3192,626,46.0
Browns Valley,45.5947,-96.8327,626,294.2
Welch,36.8743,-95.0946,626,499.2
New Summerfield,31.9807,-95.115,626,67.8
Lowry City,38.1401,-93.7275,626,284.9
Hill City,43.9337,-103.5694,626,172.8
Parker's Crossroads,35.7894,-88.3905,626,59.7
Carolina Meadows,35.8597,-79.0179,626,598.1
North High Shoals,33.8271,-83.5014,625,106.9
Chula Vista,28.6563,-99.8077,625,490.3
Bloomingburg,41.5519,-74.4436,625,296.2
Norphlet,33.3198,-92.6619,625,121.3
Mallow,37.7676,-79.9702,625,379.8
Neshanic,40.5043,-74.7175,625,63.2
Caddo Valley,34.1898,-93.0679,625,88.9
Town of Pines,41.6882,-86.9518,625,127.9
Arley,34.0885,-87.2075,625,65.9
Saluda,37.6053,-76.5938,625,71.9
Fairfield,35.8407,-94.6061,625,55.6
San Luis,37.2025,-105.4225,624,453.0
Lemitar,34.1551,-106.9122,624,133.7
Albert City,42.7816,-94.9491,624,417.5
Nisqually Indian Community,47.0164,-122.6725,624,74.8
Rock Ridge,41.0345,-73.6484,624,291.0
Merrillan,44.4488,-90.834,624,185.1
St. Paul,37.5186,-95.1742,624,179.8
Scottsville,37.8064,-78.4919,624,141.8
Center,47.1149,-101.2977,624,541.6
Eek,60.2164,-162.0331,624,327.9
Stephen,48.4524,-96.8763,624,269.7
Rauchtown,41.1261,-77.2364,624,123.0
Gauley Bridge,38.1681,-81.2039,623,157.6
Mappsville,37.8435,-75.5686,623,263.0
Mount Morris,39.7342,-80.0755,623,82.9
Leary,33.469,-94.219,623,182.9
Clara,31.5831,-88.6916,623,54.7
Port Trevorton,40.6924,-76.894,623,86.1
Nina,26.2811,-98.581,623,290.4
Graceville,45.5686,-96.4372,623,419.3
Canal Lewisville,40.299,-81.8402,623,548.0
Mamers,35.416,-78.939,622,39.2
Kirkersville,39.95,-82.5985,622,95.3
